Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
matar paneer,7,21,12,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1325272041/photo/green-peas-or-matar-paneer-curry.jpg?s=612x612&w=0&k=20&c=Yxqj_2i3laxM3eHmmkWiv_eylyQf30X4KJ0VxslnLh4=
navratan korma,10,21,43,"[""Indian""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1266356512/photo/navratan-chicken-korma.jpg?s=612x612&w=0&k=20&c=TstUJ4tidjC_etAyn5J3DRQJTlRpy5oXg-ezDzKkBTM=
okra,2,1,7,"[""American""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
onion pakora,4,21,10,"[""Indian""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1169633680/photo/onion-pakoda.jpg?s=612x612&w=0&k=20&c=mrFgvYnuNfdLu2WR5gnEXxOlNJJlkK_4LFot5dyFggk=
palak paneer,7,13,16,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/971676568/photo/homemade-healthy-palak-paneer-bowl.jpg?s=612x612&w=0&k=20&c=aAE0fk-gF9XkgALJ_FfQvDFQrLHLu2dEqaeaHIXA5X8=
pani puri,2,4,20,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1314329942/photo/goal-gappa-or-pani-puri.jpg?s=612x612&w=0&k=20&c=l6akiKMfTLE9nR4VonhiOZpZGDY4aEjimAN-BSskF-A=
papaya,1,0,13,"[""American""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
pav bhaji,12,7,33,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1413557034/photo/indian-mumbai-street-style-pav-bhaji-garnished-with-peas-raw-onions-coriander-and-butter.jpg?s=612x612&w=0&k=20&c=Egw7wRqIHwKPtZfJujwrTiUMQUxxLJOO0iri-jSZRHA=
peaches,1,0,14,"[""NA""]","[""NA""]","[""Snacks""]",https://media.istockphoto.com/id/1393599686/photo/peach-fruit-one-cut-in-half-with-green-leaf.jpg?s=612x612&w=0&k=20&c=v542XUut1k4hkyAWVFcBrjo1Gr0O9Iu431J4ff8LO58=
plum,1,0,8,"[""Mediterranean""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/157682002/photo/two-whole-and-one-sliced-plum-with-flesh-and-pit-showing.jpg?s=612x612&w=0&k=20&c=7BPMKAYxykiXvJaPTLAP7EOMefjHClCx1bulJvivZfM=
pomegranate,1,0,9,"[""NA""]","[""NA""]","[""NA""]",https://media.istockphoto.com/id/185218827/photo/piece-of-pomegranate.jpg?s=612x612&w=0&k=20&c=9Q2YmTPHKOOE1sbDxl3SBegKtmzanSAlZEXtXNmn0As=
raita,5,21,22,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1056787708/photo/sauce-of-yogurt-with-herbs-spices-and-cucumber-close-up-on-the-table-raita-horizontal-top-view.jpg?s=612x612&w=0&k=20&c=nv2U35U_YRiPNhjIAKfNfQB-gBjvrzdj73ABoPb2IgE=
tandoori chicken,29,17,3,"[""Indian""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/911502736/photo/tandoori-chicken.jpg?s=612x612&w=0&k=20&c=hDjQEaveTpPyKNp8JHR4_7CHZRbrDb4_sH-VDsamPJU=
watermelon,1,21,2,"[""American""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/492393524/photo/two-slices-of-watermelon-on-a-white-background.jpg?s=612x612&w=0&k=20&c=z_gR9KdnBlsYTZcPzfn_mINcmjGZuvkb38ixzdsla4I=
Jok (Thai Rice Porridge),4,2,21,"[""Thai""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1450144987/photo/top-down-shot-of-two-bowls-of-thai-rice-congee-porridge-with-pork-and-egg-called-jok-moo.jpg?s=612x612&w=0&k=20&c=Xv9zrDxnJNIUmHrWEXQiv2Kz9zPBvI-g1z4eMmcxss0=
Kai Jeow (Thai Omelet),13,19,5,"[""Thai""]","[""Dairy""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/498774164/photo/thai-food-omelet-kai-jeaw.jpg?s=612x612&w=0&k=20&c=y69vhvDk3fg0aiY6zZve_EzabI2WDSd5DUaJ_vuuo9c=
Khao Tom (Rice Soup),9,6,14,"[""Thai""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1244203203/photo/khao-pad-tom-yum-goong-spicy-fried-rice-with-shrimp.jpg?s=612x612&w=0&k=20&c=IdMDquyg0NaOVjED5_UixdhxTyG2YIj2fq7I8nN3rH0=
Pathongko (Thai Donuts),6,19,62,"[""Thai""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/515308634/photo/youtiao-or-fried-bread-stick.jpg?s=612x612&w=0&k=20&c=uSgp96fePQ4mnp8MmlkBcsWr7nVUoDFtxpnkCMgxnEI=
Kanom Krok (Coconut Pancakes),4,14,29,"[""Thai""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1744414407/photo/coconut-rice-pancakes-thai-dessert-at-street-market.jpg?s=612x612&w=0&k=20&c=Md7Gd74U1pm7g_2EeUiiXZgEA4rOzCurqacWvo_kxWk=
Thai Fruit Platter,1,0,27,"[""Thai""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/539216699/photo/thai-food-herbs-and-spice-ingredients-in-a-wooden-tray.jpg?s=612x612&w=0&k=20&c=LzLvSLFo7AYOojomd4xU19uG8NLmpuKM-0MyssrUi8Y=
Khao Niew Mamuang (Mango Sticky Rice),4,8,40,"[""Thai""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1353507865/photo/mango-and-sticky-rice-with-coconut-milk-thai-dessert-for-the-summer-season.jpg?s=612x612&w=0&k=20&c=kVCn6COA4M0wu6nZObyyar-rp9CAyM7xl7FEiP8LZ2Y=
Pandan Custard Toast,4,5,21,"[""American""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1370122420/photo/bread-with-sweet-thai-fresh-green-pandan-custard-egg-cream.jpg?s=612x612&w=0&k=20&c=wb7yOdW7JQkhkVZriPK0UudL_yqaS5JJiLK55fSOZtg=
Thai Tea with Milk,1,2,3,"[""Thai""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1790687724/photo/thai-milk-tea-served-in-disposable-glass-with-ice-cube-isolated-on-wooden-board-side-view-of.jpg?s=612x612&w=0&k=20&c=TUX4Eo_ZuG-c0knqFbQ2OLlXr-sqp5OYzCqh6zgDZMQ=
Khao Rad Kaeng (Rice with Curry),6,4,10,"[""Thai""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/479660444/photo/shrimps-curry-with-rice-on-plate-horizontal-view-from-above.jpg?s=612x612&w=0&k=20&c=yveJCQqVBdMSKVxQ6Fb1Q0mYm2JH1gEvBOhYOzcbPRE=
Fried Rice with Egg,10,10,38,"[""Chinese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/945606006/photo/chicken-fried-rice.jpg?s=612x612&w=0&k=20&c=n3p_r97vJlp013wlxD5WyDYviR0ADj6LiS5QKOYYQLY=
Thai Spring Rolls,3,3,23,"[""Thai""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/486940812/photo/baked-spring-rolls-with-deep-vegetables-and-rice.jpg?s=612x612&w=0&k=20&c=rQ5NCxvLHt8zhO3oXFCU8QCfoVG_94jKTMWjti05Bso=
Tom Yum Soup (Veg Version),4,21,5,"[""Thai""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/995757154/photo/hot-and-sour-soup-traditional-food-in-thailand-contains-chili-lime-ginger-galangal-lemongrass.jpg?s=612x612&w=0&k=20&c=R5oQ3wYdQbyUacrXrEWunjDdgkxsiaFfSDhurKGldW4=
Thai Style Veg Stir Fry,5,4,10,"[""Thai""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/476462089/photo/padprik-thai.jpg?s=612x612&w=0&k=20&c=jRaPaGOsYEhuh4esFkBn_4OIFqqFHnjHI87Eb0aSIgw=
Thai Basil Tofu with Rice,15,21,45,"[""Thai""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/483711626/photo/vegetable-ketupat-a-javanese-breakfast-dish.jpg?s=612x612&w=0&k=20&c=PDAhH3P3sONWa2OHbQe3k-ldTaOb1We85Sm9IUVsv-U=
Sticky Rice with Banana,3,2,48,"[""Thai""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1221196684/photo/ripe-mango-and-sticky-rice-with-coconut-milk-on-white-wood-background.jpg?s=612x612&w=0&k=20&c=jixDq_8b6dul_552fXGnSUoUUUoldOjpIiKOoj9XBHo=
Thai Veg Curry with Rice,16,8,28,"[""Thai""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186533304/photo/veg-red-thai-curry-and-steamed-rice.jpg?s=612x612&w=0&k=20&c=S9Jp1YIdSLEYLCocnGOGV_Idp22kO52DPdvNfdseOnU=
Vegetarian Thai Pancake,4,21,11,"[""Thai""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/961208286/photo/banana-oat-pancakes-with-blueberries-coconut-cream-and-chia-topping.jpg?s=612x612&w=0&k=20&c=7oEkCJ3qr_tn12c_HESZHpd96aPNzF0rfWkgMvcqBhY=
Tamago Kake Gohan,4,21,36,"[""Japanese""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1514233187/photo/raw-egg-on-rice.jpg?s=612x612&w=0&k=20&c=QhM9_-ik8oPB6mFVg9wDSUN3jh4BnjkEKbEBacGMzj8=
Miso Soup,4,22,13,"[""Japanese""]","[""Dairy"",""Soy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/155341533/photo/miso-soup.jpg?s=612x612&w=0&k=20&c=0614e4CQibtJ5RlwsHfdFuVPa9FS6QG38ITuBXoh4Qk=
Natto with Rice,5,5,52,"[""Japanese""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1474733524/photo/japanese-food-natto.jpg?s=612x612&w=0&k=20&c=GJXvLLVMAODLWs_AtgKHyLHKTZeOYI4GqNiQwfHa9nA=
Grilled Salmon,22,15,0,"[""Seafood""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1214416414/photo/barbecued-salmon-fried-potatoes-and-vegetables-on-wooden-background.jpg?s=612x612&w=0&k=20&c=Y8RYbZFcvec-FXMMuoU-qkprC3TUFNiw3Ysoe8Drn6g=
Tamagoyaki (Japanese Omelet),6,25,25,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1263775995/photo/japanese-rolled-omelette-tavern-cuisine.jpg?s=612x612&w=0&k=20&c=HGZp5UY0ervO7zFYl10AJlTQu8OqNSWPHqbnh5WdKKI=
Onigiri (Rice Balls),7,26,26,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/668412474/photo/rice-ball.jpg?s=612x612&w=0&k=20&c=tQx3b72rXR8lJ4Nnsq_Ksm0xYd1qa6GLMwC0sT1BRBc=
Japanese Pickles (Tsukemono),1,0,5,"[""Japanese""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1226105584/photo/japanese-food-vegetables-salt-pickled-tsukemono.jpg?s=612x612&w=0&k=20&c=227LK7IqEZc8swml1VtayrMymQrxaeoIONCxOkGK258=
Rice with Furikake,4,7,40,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/491748502/photo/furikake.jpg?s=612x612&w=0&k=20&c=aujr9-jUWDQht9byvfSDPSnvxA8gGDLdnJMm414IZHc=
Tofu with Soy Sauce,12,13,11,"[""Japanese""]","[""Soy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1212296966/photo/asian-food-grilled-tofu-and-soy-sauce.jpg?s=612x612&w=0&k=20&c=SIzm0vrHw2cB4CsnG0UEC0GBzY87ZKHQQ8azACIXNNA=
Umeboshi (Pickled Plum) with Rice,9,5,33,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/501243009/photo/japanese-rice-ball-onigiri.jpg?s=612x612&w=0&k=20&c=cXw3spMT1RFnGlnlZFcWEC3-vlcyoUlbQt5fgAVtYRI=
Cold Soba Noodles,11,4,49,"[""Japanese""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/183373176/photo/soba.jpg?s=612x612&w=0&k=20&c=ZKdcwiiCOQqKD_JkoHsIgV0jWzAoqNBuwPi3gZCvQhE=
Yudofu (Hot Tofu),13,32,32,"[""Japanese""]","[""Soy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1192580850/photo/japanese-food-yudofu-in-a-donabe-bowl.jpg?s=612x612&w=0&k=20&c=o1WkR7G6ytD-M2aBBlJ6N3jx-HFAz2ULvkxIWBxVaQc=
Japanese Rice Porridge (Okayu),7,5,30,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1094300410/photo/japanese-rice-congee-with-herbs-and-green-vegetables.jpg?s=612x612&w=0&k=20&c=-W53aWHdHTI9c0sAmU7H0aPx04RxbKYahHTQbLu8RoQ=
Yakizakana (Grilled Fish),17,28,0,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1347432566/photo/kinmedai-no-yakizakana.jpg?s=612x612&w=0&k=20&c=_YUEvDr78Ws21EBrrfC1eAvn6ARzy16k8n5Opj8-KkM=
Natto Toast,17,35,35,"[""Japanese""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1304200197/photo/anko-butter-toast.jpg?s=612x612&w=0&k=20&c=1CY-gEUR9xy5qjX6yIi60kP9420ya3Rb7Nx_CGEx6r0=
Sweet Tamagoyaki,17,36,36,"[""Japanese""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1019822628/photo/cooking-of-tamagoyaki.jpg?s=612x612&w=0&k=20&c=c5741s6zaBxTOBo0jNRN-huJDk2Sm-kqKOWCHUsX2BI=
Hiyayakko (Cold Tofu),16,7,2,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1208855817/photo/sesame-tofu.jpg?s=612x612&w=0&k=20&c=YgBUn2-VyTzvCmyh5alvkxv2zeWUqSCYfZVGhvuCP1k=
Japanese Curry Rice,20,35,40,"[""Japanese""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1169444940/photo/japanese-food-pork-curry-with-rice-on-white-background.jpg?s=612x612&w=0&k=20&c=h6I-Uln71BpP0A7ccoj5cqKpnEK_Zbm-H6Vb5Px-RUo=
Japanese Sweet Potato (Yaki Imo),2,1,27,"[""Japanese""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/923575230/photo/daigakuimo.jpg?s=612x612&w=0&k=20&c=3JLpa2e9ft4zrVYPzW6PVR-7aU_e4qYT4dbUc0nUyfA=
Rice with Nori Seaweed,10,13,32,"[""Japanese""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1244338266/photo/rice-in-a-teacup-set-against-a-wooden-backdrop-and-wrapped-with-chopsticks-in-seaweed.jpg?s=612x612&w=0&k=20&c=T_kqwRG-l210ogV7oz2GkCpwQIVTCU4R8BfTRj6GjbA=
Cornetto (Italian Croissant),7,20,49,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1462714236/photo/cornetto-and-cappuccino-at-coffee-bar.jpg?s=612x612&w=0&k=20&c=gTuTEq4khaCa4bWqK39KFRnuqQmBm_QRTUZGlssqfRs=
Cappuccino,0,2,10,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/505168330/photo/cup-of-cafe-latte-with-coffee-beans-and-cinnamon-sticks.jpg?s=612x612&w=0&k=20&c=h7v8kAfWOpRapv6hrDwmmB54DqrGQWxlhP_mTeqTQPA=
Espresso with Biscotti,2,5,18,"[""Italian""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1411014462/photo/white-cup-of-strong-coffee-served-with-italian-almond-cookies-cantucci-gray-background.jpg?s=612x612&w=0&k=20&c=A6ao5BFoiqG9RM4YLCNZJskJvRL5J-6YPMKCVnZamlY=
Frittata,25,44,44,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/547425762/photo/homemade-spinach-and-feta-fritatta.jpg?s=612x612&w=0&k=20&c=-RZaA7VRlnXxQb7aOj3s09r8_D5EkQmtGG5QYLyALLE=
Ricotta Toast,15,22,33,"[""American""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/840241454/photo/tomato-ricotta-bruschetta-with-sun-dried-tomatoes-paste-olive-oil-brown-bread-and-basil-in-a.jpg?s=612x612&w=0&k=20&c=D0exgbB-TEIUVrrjIcYi46inn2QhvpqJW7vtE6lER-g=
Pane e Marmellata (Bread and Jam),6,10,37,"[""Italian""]","[""Gluten"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1833767451/photo/spreading-jam-on-toasts.jpg?s=612x612&w=0&k=20&c=7LohRA0h0wqztiXnYEwX3cnwFQr9_nRmwaOasH5jcQg=
Yogurt with Fruits,8,2,10,"[""American""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/487468481/photo/bowl-of-fresh-mixed-berries-and-yogurt.jpg?s=612x612&w=0&k=20&c=hlnSkp1z0-WerzHpld875AXX1DE9sfcl55b_s8euBA0=
Bruschetta with Tomato,18,14,32,"[""Italian""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1181611076/photo/homemade-italian-bruschetta-on-rustic-wooden-table.jpg?s=612x612&w=0&k=20&c=4S2T1hXxSoM8J4OUcX4qhPA6sFIyP27ZsYS9sTa3pgY=
Fruit Salad,1,3,31,"[""American""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/511622035/photo/heallthy-organic-fruit-salad.jpg?s=612x612&w=0&k=20&c=Nl3vuD8QLVCWCzFqiHBvRQzeoY2p0chmhzuPsW2hNBA=
Minestrone (light veg version),13,2,22,"[""Italian""]","[""Dairy"",""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/467947693/photo/minestrone-soup-with-pasta-beans-and-vegetables.jpg?s=612x612&w=0&k=20&c=5nMIhOPpRYXNZT2h8cHkOQEdHiwSwYDZ4t9TTgaA_sI=
Polenta with Cheese,15,17,56,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1299721835/photo/cooked-polenta-dish-with-parmesan-butter-salt-and-pepper-polenta-is-made-when-cornmeal-is.jpg?s=612x612&w=0&k=20&c=Ww4O7dsOpojqClpt84VWWOv6JZSlEcaQ8e3kkheWXv0=
Vegetable Frittata,27,35,13,"[""American""]","[""Dairy""]","[""Breakfast"",""Lunch""]",https://media.istockphoto.com/id/622445556/photo/frittata-made-of-eggs-potato-bacon-paprika-parsley-green-peas.jpg?s=612x612&w=0&k=20&c=ftDzr7Fiq_w22ZX4IU5nWM-zxNsqcXWI3pByezWPiHU=
Torta della Nonna,35,53,53,"[""Italian""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1239483948/photo/italian-grandmas-cake.jpg?s=612x612&w=0&k=20&c=tKFOxDRMfdWtWjkShUNcopssnyH7EWgrBWZiSY4S2SY=
Pane con Nutella,6,25,48,"[""Italian""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1272557780/photo/bread-spread-with-chocolates-along-knife-and-bread-slices-on-white-plate.jpg?s=612x612&w=0&k=20&c=lL-0jfwl5WezFJTQy1nbIWUxu3a6trDW0JXfo87UwqE=
Rice Pudding,8,7,33,"[""American""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/119394438/photo/rice-pudding.jpg?s=612x612&w=0&k=20&c=0g5fP1PsMYGAFq9KVw-08JdGBhzF_QKTUlZCNbN7o1E=
Mozzarella and Tomato,21,39,19,"[""American""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1264941753/photo/traditional-caprese-salad-top-view.jpg?s=612x612&w=0&k=20&c=pCEMc7AgClTLTQnCFh_-DYf9q9pFenmXCzQ33RM_5dk=
Savory Crepes with Cheese,24,38,44,"[""French""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/511370206/photo/gourmet-breakfast-table-top-view-food.jpg?s=612x612&w=0&k=20&c=WN4HNigN6dzPs8lhoPv770y3e5RW48FxLE-RbNhhw6I=
Ciabatta with Olive Oil,6,20,42,"[""Italian""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1542635114/photo/ciabattas-olive-oil-in-a-bowl-with-olives-herbs-spices-garlic-pesto-parmesan-and-ciabatta.jpg?s=612x612&w=0&k=20&c=X0y-SljvjY6oiVrB394CW7CJa7EgktY6wfuP3tTptAk=
Italian Cold Cuts with Bread,25,39,21,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1182280376/photo/italian-sandwichs-with-roasted-red-peppers.jpg?s=612x612&w=0&k=20&c=glCg30D-hy6t-u9xt9fo0HhVoJGUwVc-odP92oVsuDA=
Arancini,25,24,41,"[""Italian""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1973681082/photo/raw-arancini-rice-ball-after-shaping-into-round-shape-step-before-coating-whit-breadcrumb-or.jpg?s=612x612&w=0&k=20&c=h5bE0WFo-fUu3FcaJcVM8uh7u93p0J9cANpoiFHqM1Q=
Shakshuka,22,5,10,"[""Mediterranean""]","[""Dairy""]","[""Breakfast"",""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1066503890/photo/breakfast-shakshuka-fried-eggs-with-tomatoes-in-frying-pan-and-bread-with-soft-goat-cheese.jpg?s=612x612&w=0&k=20&c=-vS7EVj4wXlMFs_gTuv5pKjpUIkOXJNPNymCieABMdc=
Labneh with Olive Oil and Pita,14,31,32,"[""Mediterranean""]","[""Dairy""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1371357793/photo/labneh-yogurt-cream-cheese-with-olive-oil-and-zaatar-traditional-middle-eastern-arabic.jpg?s=612x612&w=0&k=20&c=cWd8ur3QlQVFppOCr_JS0Nm4KfMxjoWfYnwPg4cQOEI=
Hummus with Pita,7,12,32,"[""Mediterranean""]","[""Dairy"",""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Manakish with Za'atar,22,32,43,"[""Mediterranean""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1425969486/photo/thyme-pastry-pizza-served-in-a-cutting-board-isolated-on-grey-background-top-view-of-arabian.jpg?s=612x612&w=0&k=20&c=HnYbKbwU-qwE5etRtQSw-E_-GVzhYsA4ecZHRM6uy_c=
Greek Yogurt with Honey and Nuts,13,22,19,"[""Mediterranean""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/469138082/photo/greek-yogurt-with-honey-and-nuts.jpg?s=612x612&w=0&k=20&c=YjZ_VxAcBEhuJHDbxtjLPaPh_TECjiiNsnywcH-G7kU=
Feta Cheese with Tomatoes and Olives,22,44,29,"[""Mediterranean""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1202693238/photo/greek-salad-with-greens-olives-and-feta-chesse-on-a-white-plate-top-view.jpg?s=612x612&w=0&k=20&c=jQcWBrkFLesH6DpkO31BF5im1WBD4n1-IxopZht87sc=
Pita Bread with Olive Oil,4,7,40,"[""Mediterranean""]","[""Dairy"",""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Tzatziki with Bread,10,14,6,"[""Mediterranean""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/485522357/photo/yoghurt-sauce-tzatziki-with-pieces-of-pita-bread.jpg?s=612x612&w=0&k=20&c=zegPhdoYwhL97L1JmNKXAbnxsi3PKAs0yD-L6oUyHkQ=
Ful Medames,13,5,24,"[""Mediterranean""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1221391077/photo/ful-medames-or-fava-beans-in-black-bowl-at-grey-backdrop-foul-mudammas-is-a-egyptian-lebanese.jpg?s=612x612&w=0&k=20&c=ae12x8bnqk6895o52tDVjSnNPqmQR331SAA46GJ-oTk=
Olive and Cheese Sandwich,13,23,32,"[""American""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/136928792/photo/tomato-and-cheese-sandwiches.jpg?s=612x612&w=0&k=20&c=ayM_oL_wXMQEtOGF_nnh3jJm7Qj817tnvupP6JytQq4=
Falafel Wrap,18,23,59,"[""Mediterranean""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1139093193/photo/tortilla-wrap-with-falafel-and-fresh-salad-vegan-tacos-vegetarian-healthy-food.jpg?s=612x612&w=0&k=20&c=uUS2GP7JHvTMhqeuZbdfFcaV-zEDe3wEAHeKtZ4vKOw=
Boiled Eggs with Olive Oil and Herbs,32,28,1,"[""American""]","[""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/2188665339/photo/close-up-view-buckwheat-groats-with-avocado-various-vegetables-and-soft-boiled-egg-in-a.jpg?s=612x612&w=0&k=20&c=sO8Utovxz7pWY396IbrLwfZzYTIbhnL80RsWU7cXl0I=
