Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image_url
watercress,8,3,11,"[""Indian""]","[""Gluten""]","[""Drinks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
whole milk,10,1,9,"[""American""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
yellow squash,4,2,10,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
yogurt,2,21,3,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
zucchini,4,8,15,"[""Mexican""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
banana,6,9,5,"[""Indian""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/173242750/photo/banana-bunch.jpg?s=612x612&w=0&k=20&c=MAc8AXVz5KxwWeEmh75WwH6j_HouRczBFAhulLAtRUU=
chole bhature,1,21,2,"[""Indian""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/873539518/photo/deep-fried-bread-spicy-chickpeas-curry-and-salad.jpg?s=612x612&w=0&k=20&c=S3YF4G2hCVQCccnjC0Q_Q4RXmR2vQmzDOcvdVwOjgLU=
blueberries bowl,5,5,10,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/670247782/photo/top-view-of-fresh-blueberries-in-bowl.jpg?s=612x612&w=0&k=20&c=6425DTs-LlX_aaHd-ztSy7Y5GuPo2LyziBz4PsmgsaM=
chapati,16,13,5,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/516359240/photo/bhendi-masala-or-bhindi-masala-ladies-finger-curry-with-chapati.jpg?s=612x612&w=0&k=20&c=0mGnvNM2lxl-dTTJlhAfVJE5WidxYmmvrvNs1NZUKvs=
cheese dosa,1,21,4,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1156896023/photo/cheese-masala-dosa-recipe-with-sambar-and-chutney-selective-focus.jpg?s=612x612&w=0&k=20&c=ddWTTzN52tHM_jqSRj35G9WYoas2Da3HLwzOxaQ0WFY=
Chilaquiles,23,13,45,"[""Chinese""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1330612324/photo/mexican-food-red-chilaquiles-with-cheese-and-sour-cream-on-dark-background.jpg?s=612x612&w=0&k=20&c=VvxSstIz4lW3ivlTXhlyGEOCzv07bD2BobSrqEQhAq0=
dahi puri,23,13,13,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1314802039/photo/forehead-castle-chat.jpg?s=612x612&w=0&k=20&c=_FdVXvODCNpdJ9QujyAD6eaL9waZ6Yp01kfVIMxyjW4=
egg curry,18,13,35,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1072940148/photo/fried-egg-curry-or-anda-masala-served-in-a-bowl-selective-focus.jpg?s=612x612&w=0&k=20&c=cYvM9X6VQ0UlQyUEWvFk5VMNS6wg8K0o3kVuVDuwbZU=
egg fried rice,24,8,5,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/908055388/photo/homemade-vegetarian-fried-rice.jpg?s=612x612&w=0&k=20&c=Rtvz_SPpU8MfLdkJbonBeAKSwbyhtivaiFe8zmx-mKU=
fish tikka masala,28,13,13,"[""Indian""]","[""Gluten""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/2043767125/photo/lemon-being-squeezed-over-shrimp-tandoori.jpg?s=612x612&w=0&k=20&c=fWMSTQ8hwZIpaGye192QRLDVXWd_cc8mXMaAxCp1mfg=
gobi manchurian,28,13,23,"[""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1072951288/photo/indian-chilli-chicken-dry-served-in-a-plate-over-moody-background-selective-focus.jpg?s=612x612&w=0&k=20&c=WkAg8lRGsRa4XLt90XdPKIdo5qGe_SfnGzqrNi8sp9g=
kulfi,28,13,13,"[""Italian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/657076158/photo/rajwari-or-rajwadi-sweet-kesar-badam-pista-kulfi-or-ice-cream-candy.jpg?s=612x612&w=0&k=20&c=p0eXjjHOxAawVv32t9a5WOWBEGT-XNMXxbiwtWg1Qs4=
mango,2,3,1,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1417819877/photo/beautiful-delicious-mango-isolated-on-white-table-background.jpg?s=612x612&w=0&k=20&c=Nc7qBj0bnVzg6eUoFUw4YvUc0MFlcvWpxEsyDBBpDFI=
masala dosa,1,21,5,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1156896023/photo/cheese-masala-dosa-recipe-with-sambar-and-chutney-selective-focus.jpg?s=612x612&w=0&k=20&c=ddWTTzN52tHM_jqSRj35G9WYoas2Da3HLwzOxaQ0WFY=
matar paneer,1,21,22,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1325272041/photo/green-peas-or-matar-paneer-curry.jpg?s=612x612&w=0&k=20&c=Yxqj_2i3laxM3eHmmkWiv_eylyQf30X4KJ0VxslnLh4=
navratan korma,2,21,2,"[""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1266356512/photo/navratan-chicken-korma.jpg?s=612x612&w=0&k=20&c=TstUJ4tidjC_etAyn5J3DRQJTlRpy5oXg-ezDzKkBTM=
okra,1,21,3,[],"[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
onion pakora,1,21,4,"[""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1169633680/photo/onion-pakoda.jpg?s=612x612&w=0&k=20&c=mrFgvYnuNfdLu2WR5gnEXxOlNJJlkK_4LFot5dyFggk=
palak paneer,2,0,23,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/971676568/photo/homemade-healthy-palak-paneer-bowl.jpg?s=612x612&w=0&k=20&c=aAE0fk-gF9XkgALJ_FfQvDFQrLHLu2dEqaeaHIXA5X8=
pani puri,7,4,21,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1314329942/photo/goal-gappa-or-pani-puri.jpg?s=612x612&w=0&k=20&c=l6akiKMfTLE9nR4VonhiOZpZGDY4aEjimAN-BSskF-A=
papaya,1,1,13,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
pav bhaji,27,7,3,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1413557034/photo/indian-mumbai-street-style-pav-bhaji-garnished-with-peas-raw-onions-coriander-and-butter.jpg?s=612x612&w=0&k=20&c=Egw7wRqIHwKPtZfJujwrTiUMQUxxLJOO0iri-jSZRHA=
peaches,40,13,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1393599686/photo/peach-fruit-one-cut-in-half-with-green-leaf.jpg?s=612x612&w=0&k=20&c=v542XUut1k4hkyAWVFcBrjo1Gr0O9Iu431J4ff8LO58=
plum,6,1,10,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/157682002/photo/two-whole-and-one-sliced-plum-with-flesh-and-pit-showing.jpg?s=612x612&w=0&k=20&c=7BPMKAYxykiXvJaPTLAP7EOMefjHClCx1bulJvivZfM=
pomegranate,28,5,3,"[""Mexican""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/185218827/photo/piece-of-pomegranate.jpg?s=612x612&w=0&k=20&c=9Q2YmTPHKOOE1sbDxl3SBegKtmzanSAlZEXtXNmn0As=
raita,0,21,22,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1056787708/photo/sauce-of-yogurt-with-herbs-spices-and-cucumber-close-up-on-the-table-raita-horizontal-top-view.jpg?s=612x612&w=0&k=20&c=nv2U35U_YRiPNhjIAKfNfQB-gBjvrzdj73ABoPb2IgE=
tandoori chicken,1,22,3,"[""American"", ""Italian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/911502736/photo/tandoori-chicken.jpg?s=612x612&w=0&k=20&c=hDjQEaveTpPyKNp8JHR4_7CHZRbrDb4_sH-VDsamPJU=
watermelon,1,21,2,"[""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/492393524/photo/two-slices-of-watermelon-on-a-white-background.jpg?s=612x612&w=0&k=20&c=z_gR9KdnBlsYTZcPzfn_mINcmjGZuvkb38ixzdsla4I=
Jok (Thai Rice Porridge),2,2,8,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1450144987/photo/top-down-shot-of-two-bowls-of-thai-rice-congee-porridge-with-pork-and-egg-called-jok-moo.jpg?s=612x612&w=0&k=20&c=Xv9zrDxnJNIUmHrWEXQiv2Kz9zPBvI-g1z4eMmcxss0=
Kai Jeow (Thai Omelet),1,21,4,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/498774164/photo/thai-food-omelet-kai-jeaw.jpg?s=612x612&w=0&k=20&c=y69vhvDk3fg0aiY6zZve_EzabI2WDSd5DUaJ_vuuo9c=
Khao Tom (Rice Soup),10,10,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1244203203/photo/khao-pad-tom-yum-goong-spicy-fried-rice-with-shrimp.jpg?s=612x612&w=0&k=20&c=IdMDquyg0NaOVjED5_UixdhxTyG2YIj2fq7I8nN3rH0=
Pathongko (Thai Donuts),6,5,8,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/515308634/photo/youtiao-or-fried-bread-stick.jpg?s=612x612&w=0&k=20&c=uSgp96fePQ4mnp8MmlkBcsWr7nVUoDFtxpnkCMgxnEI=
Kanom Krok (Coconut Pancakes),3,3,9,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1744414407/photo/coconut-rice-pancakes-thai-dessert-at-street-market.jpg?s=612x612&w=0&k=20&c=Md7Gd74U1pm7g_2EeUiiXZgEA4rOzCurqacWvo_kxWk=
Thai Fruit Platter,4,5,10,"[""American"", ""Italian"", ""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/539216699/photo/thai-food-herbs-and-spice-ingredients-in-a-wooden-tray.jpg?s=612x612&w=0&k=20&c=LzLvSLFo7AYOojomd4xU19uG8NLmpuKM-0MyssrUi8Y=
Khao Niew Mamuang (Mango Sticky Rice),5,8,13,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1353507865/photo/mango-and-sticky-rice-with-coconut-milk-thai-dessert-for-the-summer-season.jpg?s=612x612&w=0&k=20&c=kVCn6COA4M0wu6nZObyyar-rp9CAyM7xl7FEiP8LZ2Y=
Pandan Custard Toast,0,5,21,"[""Indian"", ""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1370122420/photo/bread-with-sweet-thai-fresh-green-pandan-custard-egg-cream.jpg?s=612x612&w=0&k=20&c=wb7yOdW7JQkhkVZriPK0UudL_yqaS5JJiLK55fSOZtg=
Thai Tea with Milk,2,2,3,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1790687724/photo/thai-milk-tea-served-in-disposable-glass-with-ice-cube-isolated-on-wooden-board-side-view-of.jpg?s=612x612&w=0&k=20&c=TUX4Eo_ZuG-c0knqFbQ2OLlXr-sqp5OYzCqh6zgDZMQ=
Khao Rad Kaeng (Rice with Curry),5,4,10,"[""American"", ""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/479660444/photo/shrimps-curry-with-rice-on-plate-horizontal-view-from-above.jpg?s=612x612&w=0&k=20&c=yveJCQqVBdMSKVxQ6Fb1Q0mYm2JH1gEvBOhYOzcbPRE=
Fried Rice with Egg,2,21,21,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/945606006/photo/chicken-fried-rice.jpg?s=612x612&w=0&k=20&c=n3p_r97vJlp013wlxD5WyDYviR0ADj6LiS5QKOYYQLY=
Thai Spring Rolls,1,0,8,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/486940812/photo/baked-spring-rolls-with-deep-vegetables-and-rice.jpg?s=612x612&w=0&k=20&c=rQ5NCxvLHt8zhO3oXFCU8QCfoVG_94jKTMWjti05Bso=
Tom Yum Soup (Veg Version),1,21,5,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/995757154/photo/hot-and-sour-soup-traditional-food-in-thailand-contains-chili-lime-ginger-galangal-lemongrass.jpg?s=612x612&w=0&k=20&c=R5oQ3wYdQbyUacrXrEWunjDdgkxsiaFfSDhurKGldW4=
Thai Style Veg Stir Fry,8,4,6,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/476462089/photo/padprik-thai.jpg?s=612x612&w=0&k=20&c=jRaPaGOsYEhuh4esFkBn_4OIFqqFHnjHI87Eb0aSIgw=
Thai Basil Tofu with Rice,1,21,5,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/483711626/photo/vegetable-ketupat-a-javanese-breakfast-dish.jpg?s=612x612&w=0&k=20&c=PDAhH3P3sONWa2OHbQe3k-ldTaOb1We85Sm9IUVsv-U=
Sticky Rice with Banana,1,0,3,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1221196684/photo/ripe-mango-and-sticky-rice-with-coconut-milk-on-white-wood-background.jpg?s=612x612&w=0&k=20&c=jixDq_8b6dul_552fXGnSUoUUUoldOjpIiKOoj9XBHo=
Thai Veg Curry with Rice,9,3,4,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1186533304/photo/veg-red-thai-curry-and-steamed-rice.jpg?s=612x612&w=0&k=20&c=S9Jp1YIdSLEYLCocnGOGV_Idp22kO52DPdvNfdseOnU=
Vegetarian Thai Pancake,1,21,2,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/961208286/photo/banana-oat-pancakes-with-blueberries-coconut-cream-and-chia-topping.jpg?s=612x612&w=0&k=20&c=7oEkCJ3qr_tn12c_HESZHpd96aPNzF0rfWkgMvcqBhY=
Tamago Kake Gohan,2,21,21,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1514233187/photo/raw-egg-on-rice.jpg?s=612x612&w=0&k=20&c=QhM9_-ik8oPB6mFVg9wDSUN3jh4BnjkEKbEBacGMzj8=
Miso Soup,3,22,22,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/155341533/photo/miso-soup.jpg?s=612x612&w=0&k=20&c=0614e4CQibtJ5RlwsHfdFuVPa9FS6QG38ITuBXoh4Qk=
Natto with Rice,4,23,23,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1474733524/photo/japanese-food-natto.jpg?s=612x612&w=0&k=20&c=GJXvLLVMAODLWs_AtgKHyLHKTZeOYI4GqNiQwfHa9nA=
Grilled Salmon,5,24,24,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1214416414/photo/barbecued-salmon-fried-potatoes-and-vegetables-on-wooden-background.jpg?s=612x612&w=0&k=20&c=Y8RYbZFcvec-FXMMuoU-qkprC3TUFNiw3Ysoe8Drn6g=
Tamagoyaki (Japanese Omelet),6,25,25,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1263775995/photo/japanese-rolled-omelette-tavern-cuisine.jpg?s=612x612&w=0&k=20&c=HGZp5UY0ervO7zFYl10AJlTQu8OqNSWPHqbnh5WdKKI=
Onigiri (Rice Balls),7,26,26,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/668412474/photo/rice-ball.jpg?s=612x612&w=0&k=20&c=tQx3b72rXR8lJ4Nnsq_Ksm0xYd1qa6GLMwC0sT1BRBc=
Japanese Pickles (Tsukemono),8,27,27,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1226105584/photo/japanese-food-vegetables-salt-pickled-tsukemono.jpg?s=612x612&w=0&k=20&c=227LK7IqEZc8swml1VtayrMymQrxaeoIONCxOkGK258=
Rice with Furikake,9,28,28,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/491748502/photo/furikake.jpg?s=612x612&w=0&k=20&c=aujr9-jUWDQht9byvfSDPSnvxA8gGDLdnJMm414IZHc=
Tofu with Soy Sauce,10,29,29,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1212296966/photo/asian-food-grilled-tofu-and-soy-sauce.jpg?s=612x612&w=0&k=20&c=SIzm0vrHw2cB4CsnG0UEC0GBzY87ZKHQQ8azACIXNNA=
Umeboshi (Pickled Plum) with Rice,11,30,30,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/501243009/photo/japanese-rice-ball-onigiri.jpg?s=612x612&w=0&k=20&c=cXw3spMT1RFnGlnlZFcWEC3-vlcyoUlbQt5fgAVtYRI=
Cold Soba Noodles,12,31,31,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/183373176/photo/soba.jpg?s=612x612&w=0&k=20&c=ZKdcwiiCOQqKD_JkoHsIgV0jWzAoqNBuwPi3gZCvQhE=
Yudofu (Hot Tofu),13,32,32,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1192580850/photo/japanese-food-yudofu-in-a-donabe-bowl.jpg?s=612x612&w=0&k=20&c=o1WkR7G6ytD-M2aBBlJ6N3jx-HFAz2ULvkxIWBxVaQc=
Japanese Rice Porridge (Okayu),14,33,33,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1094300410/photo/japanese-rice-congee-with-herbs-and-green-vegetables.jpg?s=612x612&w=0&k=20&c=-W53aWHdHTI9c0sAmU7H0aPx04RxbKYahHTQbLu8RoQ=
Yakizakana (Grilled Fish),15,34,34,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1347432566/photo/kinmedai-no-yakizakana.jpg?s=612x612&w=0&k=20&c=_YUEvDr78Ws21EBrrfC1eAvn6ARzy16k8n5Opj8-KkM=
Natto Toast,16,35,35,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1304200197/photo/anko-butter-toast.jpg?s=612x612&w=0&k=20&c=1CY-gEUR9xy5qjX6yIi60kP9420ya3Rb7Nx_CGEx6r0=
Sweet Tamagoyaki,17,36,36,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1019822628/photo/cooking-of-tamagoyaki.jpg?s=612x612&w=0&k=20&c=c5741s6zaBxTOBo0jNRN-huJDk2Sm-kqKOWCHUsX2BI=
Hiyayakko (Cold Tofu),18,37,37,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1208855817/photo/sesame-tofu.jpg?s=612x612&w=0&k=20&c=YgBUn2-VyTzvCmyh5alvkxv2zeWUqSCYfZVGhvuCP1k=
Japanese Curry Rice (Mild Breakfast Version),19,38,38,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1169444940/photo/japanese-food-pork-curry-with-rice-on-white-background.jpg?s=612x612&w=0&k=20&c=h6I-Uln71BpP0A7ccoj5cqKpnEK_Zbm-H6Vb5Px-RUo=
Japanese Sweet Potato (Yaki Imo),20,39,39,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/923575230/photo/daigakuimo.jpg?s=612x612&w=0&k=20&c=3JLpa2e9ft4zrVYPzW6PVR-7aU_e4qYT4dbUc0nUyfA=
Rice with Nori Seaweed,21,40,40,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1244338266/photo/rice-in-a-teacup-set-against-a-wooden-backdrop-and-wrapped-with-chopsticks-in-seaweed.jpg?s=612x612&w=0&k=20&c=T_kqwRG-l210ogV7oz2GkCpwQIVTCU4R8BfTRj6GjbA=
Cornetto (Italian Croissant),22,41,41,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1462714236/photo/cornetto-and-cappuccino-at-coffee-bar.jpg?s=612x612&w=0&k=20&c=gTuTEq4khaCa4bWqK39KFRnuqQmBm_QRTUZGlssqfRs=
Cappuccino,23,42,42,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/505168330/photo/cup-of-cafe-latte-with-coffee-beans-and-cinnamon-sticks.jpg?s=612x612&w=0&k=20&c=h7v8kAfWOpRapv6hrDwmmB54DqrGQWxlhP_mTeqTQPA=
Espresso with Biscotti,24,43,43,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1411014462/photo/white-cup-of-strong-coffee-served-with-italian-almond-cookies-cantucci-gray-background.jpg?s=612x612&w=0&k=20&c=A6ao5BFoiqG9RM4YLCNZJskJvRL5J-6YPMKCVnZamlY=
Frittata,25,44,44,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/547425762/photo/homemade-spinach-and-feta-fritatta.jpg?s=612x612&w=0&k=20&c=-RZaA7VRlnXxQb7aOj3s09r8_D5EkQmtGG5QYLyALLE=
Ricotta Toast,26,45,45,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/840241454/photo/tomato-ricotta-bruschetta-with-sun-dried-tomatoes-paste-olive-oil-brown-bread-and-basil-in-a.jpg?s=612x612&w=0&k=20&c=D0exgbB-TEIUVrrjIcYi46inn2QhvpqJW7vtE6lER-g=
Pane e Marmellata (Bread and Jam),27,46,46,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1833767451/photo/spreading-jam-on-toasts.jpg?s=612x612&w=0&k=20&c=7LohRA0h0wqztiXnYEwX3cnwFQr9_nRmwaOasH5jcQg=
Yogurt with Fruits,28,47,47,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/487468481/photo/bowl-of-fresh-mixed-berries-and-yogurt.jpg?s=612x612&w=0&k=20&c=hlnSkp1z0-WerzHpld875AXX1DE9sfcl55b_s8euBA0=
Bruschetta with Tomato,29,48,48,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1181611076/photo/homemade-italian-bruschetta-on-rustic-wooden-table.jpg?s=612x612&w=0&k=20&c=4S2T1hXxSoM8J4OUcX4qhPA6sFIyP27ZsYS9sTa3pgY=
Fruit Salad,30,49,49,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/511622035/photo/heallthy-organic-fruit-salad.jpg?s=612x612&w=0&k=20&c=Nl3vuD8QLVCWCzFqiHBvRQzeoY2p0chmhzuPsW2hNBA=
