Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
Herbed Ricotta Porridge,17,21,10,"[""Mexican""]","[""Dairy""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/herbed-ricotta-porridge.jpg
Rosemary Cumin Egg Cashew Crepes,14,11,44,"[""Mexican""]","[""Gluten"", ""Nuts""]","[""Breakfast""]",https://example.com/images/rosemary-cumin-egg-cashew-crepes.jpg
Lemon Pasta Yogurt Breakfast Wrap,11,6,49,"[""Mexican""]","[""Dairy"", ""Gluten""]","[""Breakfast""]",https://example.com/images/lemon-pasta-yogurt-breakfast-wrap.jpg
Turmeric Black Bean Spinach Crepes,23,13,14,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/turmeric-black-bean-spinach-crepes.jpg
Savory Cumin Nori Breakfast Salad,29,7,12,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/savory-cumin-nori-breakfast-salad.jpg
Zesty Chorizo Breakfast Bowl,9,7,43,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/zesty-chorizo-breakfast-bowl.jpg
Honey Basil Noodle Porridge,31,14,22,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/honey-basil-noodle-porridge.jpg
Garlic Tomato Pancetta Scramble,35,7,11,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/garlic-tomato-pancetta-scramble.jpg
Turmeric Onion Chicken Crepes,11,5,15,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/turmeric-onion-chicken-crepes.jpg
Fresh Mustard Sesame Paneer Omelette,17,20,41,"[""Mexican""]","[""Dairy"", ""Sesame""]","[""Breakfast""]",https://example.com/images/fresh-mustard-sesame-paneer-omelette.jpg
Garlic Udon Scramble,27,12,20,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/garlic-udon-scramble.jpg
Caramelized Avocado Shrimp Porridge,12,22,9,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/caramelized-avocado-shrimp-porridge.jpg
Mustard Bright Tuna Scramble,12,18,52,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mustard-bright-tuna-scramble.jpg
Basil Tofu Congee,8,17,38,"[""Mexican""]","[""Soy""]","[""Breakfast""]",https://example.com/images/basil-tofu-congee.jpg
Lemon Bean Grain Bowl,45,24,34,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lemon-bean-grain-bowl.jpg
Mustard Paratha Broccoli Stir Fry,34,10,14,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mustard-paratha-broccoli-stir-fry.jpg
Saffron Udon Tomato Bento,26,25,35,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/saffron-udon-tomato-bento.jpg
Fresh Edamame Skewers,15,23,66,"[""Mexican""]","[""Soy""]","[""Lunch"", ""Dinner""]",https://example.com/images/fresh-edamame-skewers.jpg
Fresh Kimchi Stir Fry,30,12,52,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/fresh-kimchi-stir-fry.jpg
Turmeric Bagel Cashew Tacos,25,13,34,"[""Mexican""]","[""Gluten"", ""Nuts""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/turmeric-bagel-cashew-tacos.jpg
Zesty Salmon Pasta Bento,24,13,75,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/zesty-salmon-pasta-bento.jpg
Basil Ginger Potato Egg Pasta Bowl,32,10,19,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/basil-ginger-potato-egg-pasta-bowl.jpg
Roasted Mint Bacon Tacos,22,18,60,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/roasted-mint-bacon-tacos.jpg
Thyme Zesty Hummus Pasta Bowl,29,10,18,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/thyme-zesty-hummus-pasta-bowl.jpg
Fresh Feta Paneer Bento,38,27,6,"[""Mexican""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/fresh-feta-paneer-bento.jpg
Roasted Tahini Udon Wrap,30,16,31,"[""Mexican""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/roasted-tahini-udon-wrap.jpg
Fresh Garlic Nori Stir Fry,33,21,41,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/fresh-garlic-nori-stir-fry.jpg
Lime Coriander Nori Stew,30,14,21,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lime-coriander-nori-stew.jpg
Ginger Turmeric Quinoa Curry Plate,23,22,14,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/ginger-turmeric-quinoa-curry-plate.jpg
Cumin Nori Shrimp Kebab Plate,32,9,45,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/cumin-nori-shrimp-kebab-plate.jpg
Garlic Tahini Rice Plate,34,20,22,"[""Mexican""]","[""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/garlic-tahini-rice-plate.jpg
Bright Mustard Kale Tortilla Skewers,21,16,55,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/bright-mustard-kale-tortilla-skewers.jpg
Peppery Lentil Kebab Plate,29,20,18,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/peppery-lentil-kebab-plate.jpg
Cumin Baguette Pasta Bowl,37,8,28,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/cumin-baguette-pasta-bowl.jpg
Fresh Honey Lentil Grain Bowl,36,29,7,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/fresh-honey-lentil-grain-bowl.jpg
Ginger Kale Skewers,32,10,7,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/ginger-kale-skewers.jpg
Lime Spinach Sandwich,41,10,15,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/lime-spinach-sandwich.jpg
Tangy Tuna Stir Fry,21,19,79,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/tangy-tuna-stir-fry.jpg
Mint Bacon Salmon Noodle Bowl,29,18,31,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/mint-bacon-salmon-noodle-bowl.jpg
Coconut Charred Spinach Curry Plate,26,11,12,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/coconut-charred-spinach-curry-plate.jpg
Saffron Edamame Skewers,18,25,58,"[""Mexican""]","[""Soy""]","[""Lunch"", ""Dinner""]",https://example.com/images/saffron-edamame-skewers.jpg
Cumin Lemon Udon Noodle Bowl,33,10,32,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/cumin-lemon-udon-noodle-bowl.jpg
Thyme Paprika Scallion Noodle Bowl,45,12,39,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/thyme-paprika-scallion-noodle-bowl.jpg
Charred Yogurt Onion Grain Bowl,20,16,51,"[""Mexican""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/charred-yogurt-onion-grain-bowl.jpg
Black Pepper Pesto Quinoa Grain Bowl,17,21,73,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/black-pepper-pesto-quinoa-grain-bowl.jpg
Umami Rosemary Chicken Paneer Pasta Bowl,39,11,13,"[""Mexican""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/umami-rosemary-chicken-paneer-pasta-bowl.jpg
Basil Chicken Tacos,44,16,41,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/basil-chicken-tacos.jpg
Toasted Tofu Rice Salad,22,25,71,"[""Mexican""]","[""Gluten"", ""Soy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/toasted-tofu-rice-salad.jpg
Citrus Maple Shrimp Tacos,33,12,23,"[""Mexican""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/citrus-maple-shrimp-tacos.jpg
Maple Chili Avocado Sandwich,26,14,31,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/maple-chili-avocado-sandwich.jpg
Peppery Almond Sweet Potato Tacos,23,11,61,"[""Mexican""]","[""Nuts""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/peppery-almond-sweet-potato-tacos.jpg
Coconut Sweet Potato Noodle Bowl,27,10,16,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/coconut-sweet-potato-noodle-bowl.jpg
Rosemary Edamame Pancake Stack,13,13,40,"[""Seafood""]","[""Gluten"", ""Soy""]","[""Breakfast""]",https://example.com/images/rosemary-edamame-pancake-stack.jpg
Mustard Herbed Spinach Porridge Paratha Roll,19,15,53,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/mustard-herbed-spinach-porridge-paratha-roll.jpg
Herbed Turmeric Ricotta Breakfast Bowl,29,23,11,"[""Seafood""]","[""Dairy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/herbed-turmeric-ricotta-breakfast-bowl.jpg
Lemon Nori Scramble,31,18,9,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/lemon-nori-scramble.jpg
Basil Oatmeal Porridge,25,11,18,"[""Seafood""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/basil-oatmeal-porridge.jpg
Mint Egg Rice Bowl,22,16,23,"[""Seafood""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mint-egg-rice-bowl.jpg
Mint Chickpea Scramble,16,25,15,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/mint-chickpea-scramble.jpg
Herbed Buttermilk Paratha Omelette,34,10,25,"[""Seafood""]","[""Dairy"", ""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/herbed-buttermilk-paratha-omelette.jpg
Smoky Egg Chicken Breakfast Bowl,26,13,11,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/smoky-egg-chicken-breakfast-bowl.jpg
Herbed Crepe Omelette,27,14,13,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/herbed-crepe-omelette.jpg
Mustard Paratha Porridge,7,15,46,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/mustard-paratha-porridge.jpg
Charred Ham Sweet Potato Breakfast Sandwich,14,7,28,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/charred-ham-sweet-potato-breakfast-sandwich.jpg
Sesame Caramelized Crepe Scramble,20,19,13,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/sesame-caramelized-crepe-scramble.jpg
Mint Turmeric Pita Porridge,21,9,19,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mint-turmeric-pita-porridge.jpg
Umami Zucchini Tortilla Porridge,17,14,28,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/umami-zucchini-tortilla-porridge.jpg
Honey Chorizo Potato Paratha Roll,21,8,13,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/honey-chorizo-potato-paratha-roll.jpg
Herbed Caramelized Porridge Tomato Breakfast Sandwich,30,9,22,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/herbed-caramelized-porridge-tomato-breakfast-sandwich.jpg
Cumin Peanut Broccoli Porridge,18,19,21,"[""Seafood""]","[""Nuts""]","[""Breakfast""]",https://example.com/images/cumin-peanut-broccoli-porridge.jpg
Smoky Pancetta Pita Pancake Stack,20,19,18,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/smoky-pancetta-pita-pancake-stack.jpg
Herbed Saffron Hummus Toast,20,8,25,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/herbed-saffron-hummus-toast.jpg
Ginger Charred Pesto Breakfast Salad,12,8,42,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/ginger-charred-pesto-breakfast-salad.jpg
Herbed Olive Breakfast Salad,33,5,9,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/herbed-olive-breakfast-salad.jpg
Sesame Mushroom Paratha Roll,29,20,12,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/sesame-mushroom-paratha-roll.jpg
Thyme Walnut Porridge,29,18,17,"[""Seafood""]","[""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thyme-walnut-porridge.jpg
Tangy Congee Toast,28,8,13,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/tangy-congee-toast.jpg
Umami Peanut Pita Breakfast Wrap,26,14,16,"[""Seafood""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/umami-peanut-pita-breakfast-wrap.jpg
Paprika Tomato Walnut Breakfast Wrap,11,17,33,"[""Seafood""]","[""Gluten"", ""Nuts""]","[""Breakfast""]",https://example.com/images/paprika-tomato-walnut-breakfast-wrap.jpg
Maple Ginger Bean Breakfast Salad,15,20,42,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/maple-ginger-bean-breakfast-salad.jpg
Mustard Lentil Crepes,11,17,53,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/mustard-lentil-crepes.jpg
Savory Cumin Egg Scramble,13,6,28,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/savory-cumin-egg-scramble.jpg
Toasted Paprika Almond Pancake Stack,26,22,9,"[""Seafood""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/toasted-paprika-almond-pancake-stack.jpg
Spiced Rice Cucumber Omelette,29,16,5,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spiced-rice-cucumber-omelette.jpg
Tangy Roasted Quinoa Focaccia Scramble,17,16,13,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/tangy-roasted-quinoa-focaccia-scramble.jpg
Roasted Chickpea Salmon Crepes,18,5,6,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/roasted-chickpea-salmon-crepes.jpg
Maple Sweet Potato Bell Pepper Pancake Stack,17,10,5,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/maple-sweet-potato-bell-pepper-pancake-stack.jpg
Toasted Egg Toast,24,20,10,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/toasted-egg-toast.jpg
Fresh Caramelized Scallion Tuna Toast,30,12,18,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/fresh-caramelized-scallion-tuna-toast.jpg
Paprika Broccoli Kimchi Scramble,24,10,18,"[""Seafood""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/paprika-broccoli-kimchi-scramble.jpg
Turmeric Edamame Zucchini Stew,43,25,42,"[""Seafood""]","[""Soy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/turmeric-edamame-zucchini-stew.jpg
Citrus Cumin Kale Sesame Curry Plate,20,13,34,"[""Seafood""]","[""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/citrus-cumin-kale-sesame-curry-plate.jpg
Lime Chili Spinach Tahini Skewers,34,24,5,"[""Seafood""]","[""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/lime-chili-spinach-tahini-skewers.jpg
Lime Bell Pepper Stew,38,30,9,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/lime-bell-pepper-stew.jpg
Ginger Turkey Zucchini Noodle Bowl,25,25,6,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/ginger-turkey-zucchini-noodle-bowl.jpg
Herbed Honey Paneer Salad,39,9,37,"[""Seafood""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/herbed-honey-paneer-salad.jpg
Lemon Sesame Zucchini Wrap,37,23,40,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lemon-sesame-zucchini-wrap.jpg
Sesame Pesto Wrap,27,17,7,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/sesame-pesto-wrap.jpg
Cumin Mustard Porridge Rice Bento,32,26,15,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/cumin-mustard-porridge-rice-bento.jpg
Basil Mushroom Lentil Stir Fry,20,8,52,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/basil-mushroom-lentil-stir-fry.jpg
Charred Maple Peanut Polenta Salad,39,24,6,"[""Seafood""]","[""Nuts""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/charred-maple-peanut-polenta-salad.jpg
Basil Shrimp Kebab Plate,39,21,41,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/basil-shrimp-kebab-plate.jpg
Toasted Soba Skewers,27,25,12,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/toasted-soba-skewers.jpg
Caramelized Ricotta Wrap,27,17,15,"[""Seafood""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/caramelized-ricotta-wrap.jpg
Peppery Tahini Peanut Bento,39,24,15,"[""Seafood""]","[""Sesame"", ""Nuts""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/peppery-tahini-peanut-bento.jpg
Honey Peanut Sweet Potato Salad,30,9,34,"[""Seafood""]","[""Nuts""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/honey-peanut-sweet-potato-salad.jpg
Mustard Pasta Curry Plate,31,14,17,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/mustard-pasta-curry-plate.jpg
Citrus Paneer Stir Fry,35,18,10,"[""Seafood""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/citrus-paneer-stir-fry.jpg
Saffron Pita Tacos,38,8,45,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/saffron-pita-tacos.jpg
Mustard Almond Pasta Bowl,20,25,7,"[""Seafood""]","[""Gluten"", ""Nuts""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mustard-almond-pasta-bowl.jpg
Maple Black Pepper Broccoli Almond Grain Bowl,32,14,43,"[""Seafood""]","[""Nuts""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/maple-black-pepper-broccoli-almond-grain-bowl.jpg
Smoky Bean Curry Plate,16,18,33,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/smoky-bean-curry-plate.jpg
Saffron Oatmeal Tomato Tacos,35,11,13,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/saffron-oatmeal-tomato-tacos.jpg
Black Pepper Sesame Yogurt Skewers,23,22,9,"[""Seafood""]","[""Dairy"", ""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/black-pepper-sesame-yogurt-skewers.jpg
Saffron Honey Oatmeal Stew,36,18,14,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/saffron-honey-oatmeal-stew.jpg
Lemon Umami Udon Tacos,28,22,37,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lemon-umami-udon-tacos.jpg
Mustard Avocado Bento,30,22,78,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/mustard-avocado-bento.jpg
Mint Herbed Peanut Feta Noodle Bowl,36,11,14,"[""Seafood""]","[""Dairy"", ""Gluten"", ""Nuts""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mint-herbed-peanut-feta-noodle-bowl.jpg
Chili Soba Crepe Tacos,44,14,14,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/chili-soba-crepe-tacos.jpg
Basil Cumin Porridge Pasta Bowl,36,25,12,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/basil-cumin-porridge-pasta-bowl.jpg
Zesty Cheddar Potato Sandwich,12,21,48,"[""Seafood""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner""]",https://example.com/images/zesty-cheddar-potato-sandwich.jpg
Citrus Smoky Tomato Curry Plate,17,10,75,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/citrus-smoky-tomato-curry-plate.jpg
Ginger Tofu Stew,45,22,44,"[""Seafood""]","[""Soy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/ginger-tofu-stew.jpg
Fresh Zucchini Bento,30,21,6,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/fresh-zucchini-bento.jpg
Lime Edamame Noodle Bowl,30,19,35,"[""Seafood""]","[""Gluten"", ""Soy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lime-edamame-noodle-bowl.jpg
Rosemary Onion Lentil Pasta Bowl,27,10,23,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/rosemary-onion-lentil-pasta-bowl.jpg
Sesame Paratha Tacos,38,18,10,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/sesame-paratha-tacos.jpg
Umami Kale Ham Rice Plate,36,11,5,"[""Seafood""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/umami-kale-ham-rice-plate.jpg
Roasted Cucumber Cheddar Scramble,7,18,30,"[""Singaporean""]","[""Dairy""]","[""Breakfast""]",https://example.com/images/roasted-cucumber-cheddar-scramble.jpg
Lemon Peppery Lentil Breakfast Bowl,14,17,31,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/lemon-peppery-lentil-breakfast-bowl.jpg
Lemon Sweet Potato Soba Pancake Stack,26,22,15,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/lemon-sweet-potato-soba-pancake-stack.jpg
Coriander Scallion Kale Congee,27,12,15,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/coriander-scallion-kale-congee.jpg
Ginger Maple Pita Ricotta Omelette,11,11,24,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Breakfast""]",https://example.com/images/ginger-maple-pita-ricotta-omelette.jpg
Tangy Buttermilk Breakfast Wrap,16,19,51,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Breakfast""]",https://example.com/images/tangy-buttermilk-breakfast-wrap.jpg
Saffron Citrus Salmon Scallion Breakfast Sandwich,33,12,23,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/saffron-citrus-salmon-scallion-breakfast-sandwich.jpg
Chili Cauliflower Scramble,12,6,20,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/chili-cauliflower-scramble.jpg
Caramelized Zucchini Cucumber Breakfast Sandwich,17,9,22,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/caramelized-zucchini-cucumber-breakfast-sandwich.jpg
Herbed Honey Crepe Mozzarella Pancake Stack,27,6,7,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/herbed-honey-crepe-mozzarella-pancake-stack.jpg
Tangy Garlic Sesame Breakfast Wrap,35,15,19,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/tangy-garlic-sesame-breakfast-wrap.jpg
Smoky Bell Pepper Porridge,13,14,6,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/smoky-bell-pepper-porridge.jpg
Tangy Maple Mozzarella Congee,19,7,54,"[""Singaporean""]","[""Dairy""]","[""Breakfast""]",https://example.com/images/tangy-maple-mozzarella-congee.jpg
Zesty Mustard Bacon Buttermilk Scramble,14,18,32,"[""Singaporean""]","[""Dairy""]","[""Breakfast""]",https://example.com/images/zesty-mustard-bacon-buttermilk-scramble.jpg
Oregano Spiced Tofu Pancake Stack,28,14,12,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/oregano-spiced-tofu-pancake-stack.jpg
Umami Paratha Paratha Roll,35,14,22,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/umami-paratha-paratha-roll.jpg
Smoky Olive Pancake Stack,11,14,35,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/smoky-olive-pancake-stack.jpg
Mint Fresh Broccoli Rice Bowl,29,19,20,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mint-fresh-broccoli-rice-bowl.jpg
